Field name,Course code///Vakcode,Course name///Vaknaam,Link,Sustainable course?///Duurzaam vak?,Level///Niveau,Faculty///Faculteit,SDGs///SDG's,Comments///Toelichting,Internal comments,
FALSE,LB1045,Organische Chemie 1,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62595,No,BSc,Technische Natuurwetenschappen,[],,,
FALSE,LB1053,Celbiologie & Biochemie: een introductie,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62594,No,BSc,Technische Natuurwetenschappen,[],,,
FALSE,LB1211,Statistics,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62610,No,BSc,Applied Sciences,[],,,
FALSE,LB1231,Life Sciences,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62593,No,BSc,Technische Natuurwetenschappen,[],,,
FALSE,LB1251,Kwantitatieve Moleculaire Biologie,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62591,No,BSc,Technische Natuurwetenschappen,[],,,
FALSE,LB1260,Introduction to Algorithmics and Programming using Python,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62588,No,BSc,Applied Sciences,[],,,
FALSE,LB1261,Thermodynamica van Levensprocessen,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62590,No,BSc,Technische Natuurwetenschappen,[],,,
TRUE,LB1270,Biotechnologie en Maatschappij,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62589,Yes,BSc,Technische Natuurwetenschappen,[],,,
FALSE,LB1280,"Biotechnology, practical basics",https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62587,No,BSc,Applied Sciences,[],,,
FALSE,LB1300,Calculus 1 (incl. aansluitmodule),https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62597,No,BSc,Technische Natuurwetenschappen,[],,,
FALSE,LB1305,Calculus 2,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62598,No,BSc,Technische Natuurwetenschappen,[],,,
FALSE,LB1310,Calculus 3,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62599,No,BSc,Applied Sciences,[],,,
TRUE,LB1512TU,"Biotechnologie, Theorie",https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62592,Yes,BSc,Technische Natuurwetenschappen,"[9, 12]",,,
FALSE,LB2031,Moleculaire Celbiologie & Immunologie,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62606,No,BSc,Technische Natuurwetenschappen,[],,,
FALSE,LB2041,Moleculaire Genetica & Gentechnologie,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62607,No,BSc,Technische Natuurwetenschappen,[],,,
FALSE,LB2055,Moleculaire Fysica,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62600,No,BSc,Technische Natuurwetenschappen,[],,,
FALSE,LB2261,Statistische thermodynamica,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62608,No,BSc,Technische Natuurwetenschappen,[],,,
FALSE,LB2291,Bio-informatics,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62614,No,BSc,Applied Sciences,[],,,
FALSE,LB2301,Organische Chemie 2,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62603,No,BSc,Technische Natuurwetenschappen,[],,,
FALSE,LB2311,Chemische Biologie,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62602,No,BSc,Technische Natuurwetenschappen,[],,,
FALSE,LB2505-P,Bachelor Research Project,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62612,No,BSc,Applied Sciences,[],,,
FALSE,LB2512,Biochemie 2,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62596,No,BSc,Technische Natuurwetenschappen,[],,,
TRUE,LB2532,Transportverschijnselen in de Life Sciences,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62609,Yes,BSc,Technische Natuurwetenschappen,[],,,
TRUE,LB2611,Ontwerpen van Duurzame Biotechnologische Processen,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62613,Yes,BSc,Technische Natuurwetenschappen,"[9, 12]",,,
TRUE,LB2630,Moleculaire Analytische Methoden,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62611,Yes,BSc,Technische Natuurwetenschappen,[],,,
TRUE,LB2763,Microbiële Fysiologie,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62605,Yes,BSc,Technische Natuurwetenschappen,[],,,
FALSE,LB2771,Metabolic Engineering,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62601,No,BSc,Technische Natuurwetenschappen,[],,,
FALSE,LB2791-p,Practicals Microbial biotechnology,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62604,No,BSc,Applied Sciences,[],,,
TRUE,LM3311,Green Chemistry and Sustainable Technology,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62779,Yes,MSc,Applied Sciences,"[7, 9, 12, 13]",,,
FALSE,LM3331,Modelling and Computation for Life Science & Technology,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62787,No,MSc,Applied Sciences,[],,,
FALSE,LM3341,Microbial Omics,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62786,No,MSc,Applied Sciences,[],,,
FALSE,LM3351,Topics in Biotechnology  theory,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62790,No,MSc,Applied Sciences,[],,,
FALSE,LM3356,Topics in Biotechnology  practical,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62791,No,MSc,Applied Sciences,[],,,
TRUE,LM3432,Analysis of Metabolic Networks,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62796,No,MSc,Applied Sciences,"[3, 7, 9, 12, 13]",,,
FALSE,LM3434,Advanced Protein Chemistry and Analysis,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62798,No,MSc,Applied Sciences,[],,,
FALSE,LM3442,Metabolic Reprogramming,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62776,No,MSc,Applied Sciences,[],,,
FALSE,LM3451,Bioprocess Integration,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62788,No,MSc,Applied Sciences,[],,,
TRUE,LM3561,"Ethical, Legal and Social Issues in Biotechnology",https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62771,No,MSc,Applied Sciences,"[3, 9, 12]",,,
FALSE,LM3581NB,Metabolic Systems Biology,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62789,No,MSc,Applied Sciences,[],,,
FALSE,LM3601,Molecular Biotechnology & Genomics,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62778,No,MSc,Applied Sciences,[],,,
TRUE,LM3611,Microbial Community Engineering,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62777,No,MSc,Applied Sciences,"[6, 7, 9, 12, 13, 15]",,,
FALSE,LM3691,iGem,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62718,No,MSc,Applied Sciences,[],,,
FALSE,LM3701,Advanced Enzymology,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62772,No,MSc,Applied Sciences,[],,,
FALSE,LM3731,Advanced Biocatalysis,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62797,No,MSc,Applied Sciences,[],,,
TRUE,LM3741,Fermentation Technology & Environmental Biotechnology,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61884,Yes,MSc,Applied Sciences,"[6, 9, 12, 13]",,,
FALSE,LM3751,Transport & Separation,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62773,No,MSc,Applied Sciences,[],,,
FALSE,LM3771,Protein Engineering,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62775,No,MSc,Applied Sciences,[],,,
FALSE,LM3803,Company internship,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62794,No,MSc,Applied Sciences,[],,,
FALSE,LM3804,Non-industrial Internship project,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62795,No,MSc,Applied Sciences,[],,,
FALSE,LM3822,Design,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62785,No,MSc,Applied Sciences,[],,,
FALSE,LM3901,Master Thesisproject,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62793,No,MSc,Applied Sciences,[],,,
FALSE,NB1012,Biochemistry,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62623,No,BSc,Applied Sciences,[],,,
FALSE,NB1016,Molecular Biology,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62624,No,BSc,Applied Sciences,[],,,
FALSE,NB1022,Genetics,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62628,No,BSc,Applied Sciences,[],,,
FALSE,NB1031,Introduction to studying Nanobiology,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62622,No,BSc,Applied Sciences,[],,,
FALSE,NB1052,Journal Club 1,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62617,No,BSc,Applied Sciences,[],,,
FALSE,NB1072,Physical Biology of the Cell 1,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62618,No,BSc,Applied Sciences,[],,,
FALSE,NB1102,Chemistry 1,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62626,No,BSc,Applied Sciences,[],,,
FALSE,NB1110,Chemistry 2,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62627,No,BSc,Applied Sciences,[],,,
FALSE,NB1120,Biomolecular Programming,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62625,No,BSc,Applied Sciences,[],,,
FALSE,NB1132,Biophysics,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62619,No,BSc,Applied Sciences,[],,,
FALSE,NB1140,Physics 1a,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62620,No,BSc,Applied Sciences,[],,,
FALSE,NB1143,Physics 1B,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62621,No,BSc,Applied Sciences,[],,,
FALSE,NB1150,Lab Course Track A-1,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62633,No,BSc,Applied Sciences,[],,,
FALSE,,Lab Course Track A-2,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62615,No,BSc,Applied Sciences,[],,,
FALSE,NB1163,Lab Course Track B-1,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62616,No,BSc,Applied Sciences,[],,,
FALSE,,Lab Course Track B-2,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62634,No,BSc,Applied Sciences,[],,,
FALSE,NB1201,Analysis 1,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63839,No,BSc,Applied Sciences,[],,,
FALSE,NB1206,Analysis 2,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63840,No,BSc,Applied Sciences,[],,,
FALSE,NB1211,Analysis 3,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63841,No,BSc,Applied Sciences,[],,,
FALSE,NB1230,Linear Algebra,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62629,No,BSc,Applied Sciences,[],,,
TRUE,NB2011,Thermodynamics and Transport,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62647,No,BSc,Applied Sciences,"[7, 9, 12]",,,
FALSE,NB2032,Evolutionary Developmental Biology,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62639,No,BSc,Applied Sciences,[],,,
FALSE,NB2041,Optics and Microscopy,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62648,No,BSc,Applied Sciences,[],,,
FALSE,NB2046,Microscopy / Nanoscopy practice,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62641,No,BSc,Applied Sciences,[],,,
FALSE,NB2081,Nanotechnology,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62651,No,BSc,Applied Sciences,[],,,
FALSE,NB2121,Image Analysis,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62645,No,BSc,Applied Sciences,[],,,
FALSE,NB2141,Physics 2,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62644,No,BSc,Applied Sciences,[],,,
FALSE,NB2151,Journal Club,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62646,No,BSc,Applied Sciences,[],,,
FALSE,NB2161,Bioinformatics,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62650,No,BSc,Applied Sciences,[],,,
FALSE,NB2171,Statistics,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62638,No,BSc,Applied Sciences,[],,,
FALSE,NB2181,Computational Science,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62637,No,BSc,Applied Sciences,[],,,
FALSE,NB2191,Differential equations,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62636,No,BSc,Applied Sciences,[],,,
FALSE,NB2214,Electronic Instrumentation,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62840,No,BSc,Applied Sciences,[],,,
FALSE,NB2220,Statistical Physics,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62635,No,BSc,Applied Sciences,[],,,
FALSE,NB2230,Biomolecular Structure and Function,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62834,No,BSc,Applied Sciences,[],,,
FALSE,NB3000,Bachelor Thesis Project,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62652,No,BSc,Applied Sciences,[],,,
FALSE,NB3011,Nanomedicine,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62659,No,BSc,Applied Sciences,[],,,
FALSE,NB3014,Computational Neuroscience,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62661,No,BSc,Applied Sciences,[],,,
FALSE,NB3015,A primer in Neuroscience,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62662,No,BSc,Applied Sciences,[],,,
FALSE,NB3016,High Speed Scientific Computing,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62658,No,BSc,Applied Sciences,[],,,
FALSE,NB3017,Quantum mechanics for Nanobiology 1,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62663,No,BSc,Applied Sciences,[],,,
FALSE,NB3018,Quantum mechanics for Nanobiology 2,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62657,No,BSc,Applied Sciences,[],,,
FALSE,NB3019,Molecular Motors,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62654,No,BSc,Applied Sciences,[],,,
FALSE,NB3020,Genomics Technology in Breast Cancer Research,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62656,No,BSc,Applied Sciences,[],,,
FALSE,NB3021,Optics and its application in Nanobiology,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62664,No,BSc,Applied Sciences,[],,,
FALSE,NB3022,Epigenetics,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62655,No,BSc,Applied Sciences,[],,,
FALSE,NB3023,Human Complex Genetics,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63035,No,BSc,Applied Sciences,[],,,
FALSE,NB3024,Advanced Math Topics,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63014,No,BSc,Applied Sciences,[],,,
FALSE,NB4011,Analytical Mechanics,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62763,No,MSc,Applied Sciences,[],,,
FALSE,NB4012,Stochastic Processes with Applications,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62764,No,MSc,Applied Sciences,[],,,
FALSE,NB4020,High-Resolution Imaging,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61049,No,MSc,Applied Sciences,[],,,
FALSE,NB4030,Engineering Genetic Information,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62755,No,MSc,Applied Sciences,[],,,
TRUE,NB4040,Biology of Cancer,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62756,No,MSc,Applied Sciences,[3],,,
FALSE,NB4050,Modeling Dynamical Systems,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62757,No,MSc,Applied Sciences,[],,,
FALSE,NB4070,Soft Matter,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62702,No,MSc,Applied Sciences,[],,,
FALSE,NB4080,Protein Quality Control Mechanisms,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62782,No,MSc,Applied Sciences,[],,,
FALSE,NB4090,Stem Cells,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62767,No,MSc,Applied Sciences,[],,,
FALSE,NB4100,Nuclear Architecture,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62783,No,MSc,Applied Sciences,[],,,
FALSE,NB4110,Geometry of Physics,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62768,No,MSc,Applied Sciences,[],,,
TRUE,NB4120,Biological Networks; a data driven approach to discovery and understanding,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62769,No,MSc,Applied Sciences,"[3, 9, 12]",,,
FALSE,NB4150,The Origin and Synthesis of Life,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62697,No,MSc,Applied Sciences,[],,,
FALSE,NB4160,Engineering of living systems,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62696,No,MSc,Applied Sciences,[],,,
FALSE,NB4165,Molecular Virology & Immunology,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62784,No,MSc,Applied Sciences,[],,,
FALSE,NB4510,Proposal Development Part 1,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62833,No,MSc,Applied Sciences,[],,,
FALSE,NB4520,Proposal Development Part 2,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62842,No,MSc,Applied Sciences,[],,,
FALSE,NB5015,Seminars,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62765,No,MSc,Applied Sciences,[],,,
FALSE,NB5020,Literature Review Report,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62759,No,MSc,Applied Sciences,[],,,
FALSE,NB5030,Project Proposal Writing,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62760,No,MSc,Applied Sciences,[],,,
FALSE,NB5040,Research Presentation,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62761,No,MSc,Applied Sciences,[],,,
FALSE,NB5900,Master End Project Nanobiology,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62762,No,MSc,Applied Sciences,[],,,
FALSE,NB5910,Independent Research,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63248,No,MSc,Applied Sciences,[],,,
FALSE,NB5942,Master End Project Nanobiology,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63249,No,MSc,Applied Sciences,[],,,
FALSE,SL3012,Personal Professional Development,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62734,No,MSc,Technische Natuurwetenschappen,[],,,
FALSE,SL3021,C-lab,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62805,No,MSc,Applied Sciences,[],,,
FALSE,SL3051,Introduction to Communication Science,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62800,No,MSc,Applied Sciences,[],,,
FALSE,SL3061,Introduction to Science Communication,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62801,No,MSc,Applied Sciences,[],,,
FALSE,SL3081,Personal Professional Development - CDI,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62808,No,MSc,Applied Sciences,[],,,
FALSE,SL3111,Research Methods in Social Sciences 1,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62806,No,MSc,Applied Sciences,[],,,
FALSE,SL3221,Communication Policy and Strategy,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62804,No,MSc,Applied Sciences,[],,,
TRUE,SL3232,Wicked Innovation,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63098,Yes,MSc,Applied Sciences,[],,,
FALSE,SL3252,Science Communication Coiling,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63093,No,MSc,Applied Sciences,[],,,
FALSE,SL3462,Onderwijskunde,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62729,No,MSc,Technische Natuurwetenschappen,[],,,
FALSE,SL3502,Afstudeeronderzoek Educatie,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62951,No,MSc,Technische Natuurwetenschappen,[],,,
FALSE,SL3512,CDI Internship,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63094,No,MSc,Applied Sciences,[],,,
FALSE,SL3522,CDI thesis 1-year programme,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63095,No,MSc,Applied Sciences,[],,,
FALSE,SL3531,Research Methods in Social Sciences 2,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62807,No,MSc,Applied Sciences,[],,,
FALSE,SL3542,CDI thesis 2-year programme,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63096,No,MSc,Applied Sciences,[],,,
FALSE,SL3551,Advanced Science Communication,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62961,No,MSc,Applied Sciences,[],,,
FALSE,SL3582,CDI thesis 3-year programme,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63097,No,MSc,Applied Sciences,[],,,
FALSE,SL3611,Science Journalism Extensive Course,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62799,No,MSc,Applied Sciences,[],,,
FALSE,SL4201,Inleiding beta-didactiek,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62730,No,MSc,Technische Natuurwetenschappen,[],,,
FALSE,SL4202,Professionele Leergemeenschap,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62727,No,MSc,Technische Natuurwetenschappen,[],,,
FALSE,SL4210,Vakdidactiek Basis Informatica,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62917,No,MSc,Technische Natuurwetenschappen,[],,,
FALSE,SL4215,Schoolpracticum Basis Informatica,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62918,No,MSc,Technische Natuurwetenschappen,[],,,
FALSE,SL4220,Vakdidactiek Basis Natuurkunde,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62726,No,MSc,Technische Natuurwetenschappen,[],,,
FALSE,SL4225,Schoolpracticum Basis Natuurkunde,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62728,No,MSc,Technische Natuurwetenschappen,[],,,
FALSE,SL4230,Vakdidactiek Basis Scheikunde,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62810,No,MSc,Technische Natuurwetenschappen,[],,,
FALSE,SL4235,Schoolpracticum Basis Scheikunde,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62811,No,MSc,Technische Natuurwetenschappen,[],,,
FALSE,SL4240,Vakdidactiek Basis Techniek,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62919,No,MSc,Technische Natuurwetenschappen,[],,,
FALSE,SL4245,Schoolpracticum Basis Techniek,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62920,No,MSc,Technische Natuurwetenschappen,[],,,
FALSE,SL4250,Vakdidactiek Basis Wiskunde,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62915,No,MSc,Technische Natuurwetenschappen,[],,,
FALSE,SL4255,Schoolpracticum Basis Wiskunde,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62916,No,MSc,Technische Natuurwetenschappen,[],,,
FALSE,SL4300,Onderzoek en Ontwerp in het Onderwijs,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62731,No,MSc,Technische Natuurwetenschappen,[],,,
FALSE,SL4310,Vakdidactiek Verdieping Informatica,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62954,No,MSc,Technische Natuurwetenschappen,[],,,
FALSE,SL4315,Schoolpracticum Verdieping Informatica,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62955,No,MSc,Technische Natuurwetenschappen,[],,,
FALSE,SL4320,Vakdidactiek Verdieping Natuurkunde,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62733,No,MSc,Technische Natuurwetenschappen,[],,,
FALSE,SL4325,Schoolpracticum Verdieping Natuurkunde,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62732,No,MSc,Technische Natuurwetenschappen,[],,,
FALSE,SL4330,Vakdidactiek Verdieping Scheikunde,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62812,No,MSc,Technische Natuurwetenschappen,[],,,
FALSE,SL4335,Schoolpracticum Verdieping Scheikunde,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62813,No,MSc,Technische Natuurwetenschappen,[],,,
FALSE,SL4340,Vakdidactiek Verdieping Ontwerpen,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62957,No,MSc,Technische Natuurwetenschappen,[],,,
FALSE,SL4345,Schoolpracticum Verdieping Ontwerpen,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62958,No,MSc,Technische Natuurwetenschappen,[],,,
FALSE,SL4355,Schoolpracticum Verdieping Wiskunde,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62953,No,MSc,Technische Natuurwetenschappen,[],,,
TRUE,TN1003,Design Engineering voor Fysici,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62571,Yes,BSc,Technische Natuurwetenschappen,[],,,
FALSE,TN1101,Technology Management,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62570,No,BSc,Applied Sciences,[],,,
FALSE,TN1142WI,Lineaire algebra deel 1,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63069,No,BSc,Technische Natuurwetenschappen,[],,,
FALSE,TN1201,Thermodynamica,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61780,No,BSc,Technische Natuurwetenschappen,[],,,
FALSE,TN1302,"Inleiding Mechanica, Golven en Optica",https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61785,No,BSc,Technische Natuurwetenschappen,[],,,
FALSE,TN1322,Inleiding Elektriciteit en Magnetisme,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61787,No,BSc,Technische Natuurwetenschappen,[],,,
FALSE,TN1401WI,Analyse voor TNW 1,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62572,No,BSc,Technische Natuurwetenschappen,[],,,
FALSE,TN1402WI,Analyse voor TNW 2,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62569,No,BSc,Technische Natuurwetenschappen,[],,,
FALSE,TN1405-P,Inleidend Practicum,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61778,No,BSc,Technische Natuurwetenschappen,[],,,
FALSE,TN1410WI,Voortgezette analyse,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=63067,No,BSc,Technische Natuurwetenschappen,[],,,
FALSE,,Mechanics and Theory of Relativity,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61748,No,BSc,Applied Sciences,[],,,
FALSE,TN1612TU,Mechanica en relativiteitstheorie,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61781,No,BSc,Technische Natuurwetenschappen,[],,,
FALSE,TN1651,Introduction to Biophysics,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61788,No,BSc,Applied Sciences,[],,,
FALSE,TN1851,Nucleaire Wetenschap en Technologie,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61789,No,BSc,Technische Natuurwetenschappen,[],,,
FALSE,TN1851,Nucleaire Wetenschap en Technologie,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61789,No,BSc,Technische Natuurwetenschappen,[],,,
TRUE,TN2003,Design Engineering voor Fysici 2,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=62573,Yes,BSc,Technische Natuurwetenschappen,"[9, 12]",,,
FALSE,TN2054,Elektromagnetisme,https://studiegids.tudelft.nl/a101_displayCourse.do?course_id=61779,No,BSc,Technische Natuurwetenschappen,[],,,
